Country/Region;Population;Area;% Max;% Min;% Latest;% Last Day;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;2020-04-17;2020-04-18;2020-04-19;2020-04-20;2020-04-21;2020-04-22;2020-04-23;2020-04-24;2020-04-25;2020-04-26;2020-04-27;2020-04-28;2020-04-29;2020-04-30;2020-05-01;2020-05-02;2020-05-03;2020-05-04;2020-05-05;2020-05-06;2020-05-07;2020-05-08;2020-05-09;2020-05-10;2020-05-11;2020-05-12;2020-05-13;2020-05-14;2020-05-15;2020-05-16;2020-05-17;2020-05-18;2020-05-19;2020-05-20;2020-05-21;2020-05-22;2020-05-23;2020-05-24;2020-05-25;2020-05-26;2020-05-27;2020-05-28;2020-05-29;2020-05-30;2020-05-31;2020-06-01;2020-06-02;2020-06-03;2020-06-04;2020-06-05;2020-06-06;2020-06-07;2020-06-08;2020-06-09;2020-06-10;2020-06-11;2020-06-12;2020-06-13;2020-06-14;2020-06-15;2020-06-16;2020-06-17;2020-06-18;2020-06-19;2020-06-20;2020-06-21;2020-06-22;2020-06-23;2020-06-24;2020-06-25;2020-06-26;2020-06-27;2020-06-28;2020-06-29;2020-06-30;2020-07-01;2020-07-02;2020-07-03;2020-07-04;2020-07-05;2020-07-06;2020-07-07;2020-07-08;2020-07-09;2020-07-10;2020-07-11
US District of Columbia;705749;158;0.3729819028;0.0472763921;0.0953304882;0.0053988644;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1808612863;0.216563085;0.320589356;0.3626153591;0.3729819028;0.33945483;0.2657941095;0.245767232;0.2334663357;0.2479854375;0.2405445291;0.2129063646;0.1817897174;0.1686594976;0.1751867721;0.1849845062;0.1931588121;0.1847800583;0.1742505966;0.1639275098;0.1516011561;0.1470628992;0.1409147098;0.1363829565;0.1288187368;0.1114866819;0.0963958247;0.082074758;0.0787484109;0.0774453588;0.0833415909;0.09382482;0.0983341716;0.0983683892;0.0961269341;0.0972482238;0.0924233938;0.0896372834;0.0901034055;0.0906869771;0.0861379686;0.0787536041;0.0680086369;0.0641849268;0.0733890492;0.0925581517;0.1085279419;0.1105362605;0.1037296145;0.0903864343;0.0797911942;0.0803380016;0.0836628288;0.0890802054;0.0860774692;0.0779818902;0.0653822271;0.056756009;0.0574602315;0.0598268119;0.0665494865;0.0691323036;0.069231313;0.0682890903;0.0731105416;0.0804748984;0.0864290388;0.0824318043;0.0726467055;0.0674658128;0.0629850032;0.0632254276;0.059557556;0.0567184277;0.0563866313;0.0621578076;0.0655836707;0.0596027414;0.0625963292;0.0632371161;0.068937363;0.0723537696;0.07128714;0.0646080677;0.0613742825;0.0622182475;0.0604033738;0.0650428832;0.0643553059;0.0608415541;0.0548407523;0.0520444202;0.0472763921;0.0479318863;0.0537443119;0.0604214287;0.0624061509;0.0640269339;0.0629705572;0.06288159;0.0650673674;0.0644698734;0.0646144113;0.0641241473;0.0654322981;0.0690469958;0.0749566389;0.0758158144;0.0736521397;0.0692469326;0.066702885;0.0667572996;0.0747393706;0.0855673748;0.0942104016;0.0953304882
US Florida;21477737;138887;0.4466059215;0.0589243865;0.0876855453;0.0424327568;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1788176521;0.2333853963;0.322503369;0.4044538435;0.4466059215;0.4305052818;0.4264927125;0.3924506996;0.3922694046;0.3797044202;0.3372905427;0.3196295857;0.2962125855;0.2890429355;0.2873825305;0.2695512046;0.2757958748;0.2680304751;0.2609001051;0.2467716804;0.2153205271;0.1953223733;0.1709199699;0.1661573569;0.1612336321;0.1587201555;0.145275685;0.1230637285;0.1064988518;0.0922354565;0.0857498057;0.0795066367;0.0796243815;0.0793401648;0.0771036742;0.0736556687;0.073583024;0.0749116771;0.0747995537;0.0786832899;0.0780521715;0.0737450179;0.067903729;0.0688592742;0.072331553;0.0757362915;0.0778780852;0.0725430773;0.0696646446;0.0589243865;0.0598713925;0.0645837416;0.0715610429;0.0762344498;0.0790214009;0.0774672401;0.0711266119;0.0740948841;0.0733961911;0.0725218678;0.0723951284;0.072625694;0.069405428;0.0715926151;0.0765446864;0.0807154403;0.084779623;0.0864279947;0.0867644083;0.0817555383;0.0779467698;0.0753754079;0.08063885;0.0822081139;0.0790787992;0.0786573845;0.071216678;0.0666567129;0.0640970219;0.0689148554;0.0783446138;0.0864951878;0.0835129081;0.0766818097;0.0793368255;0.0887875804;0.0989542218;0.1036743048;0.1030314686;0.093106756;0.0834873368;0.0806191147;0.0862512592;0.0942750334;0.1029641996;0.1071904941;0.1043319329;0.1026839432;0.1037367558;0.106529304;0.1118746249;0.1163827928;0.1142738556;0.107369478;0.0992796438;0.0974334129;0.1039458737;0.1181889451;0.1317557514;0.1376725414;0.1303384003;0.1146416181;0.0999786692;0.0966016025;0.1017330785;0.1085413555;0.1080128897;0.1005963973;0.0899203008;0.0821885391;0.0826092366;0.0876855453
US Georgia;10617423;148959;0.4252439898;0.0645838819;0.0927402355;0.0286842129;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4236638809;0.4252439898;0.4037695279;0.3552929712;0.3323985292;0.3440179278;0.3594617355;0.3607114919;0.3246687822;0.2850961389;0.267033561;0.2641384508;0.2711274905;0.2595670854;0.2411349982;0.2070265367;0.1913993589;0.1867076007;0.1972196165;0.207257396;0.1806031793;0.1443985145;0.1079806659;0.1080469969;0.1223523468;0.1397694066;0.1484107469;0.1328533363;0.1081432596;0.0846290853;0.0797485367;0.0809745293;0.0849734935;0.0905322291;0.0924809016;0.090154177;0.084300068;0.081419094;0.0803374064;0.0781070553;0.084364169;0.0821382017;0.0738926089;0.068336873;0.0663956767;0.067613867;0.0709218883;0.0829712124;0.0863628847;0.0899434832;0.0875163816;0.0798441082;0.0732123667;0.0697826033;0.0719602687;0.0764751713;0.0744864001;0.0719482009;0.0690756641;0.0714884961;0.0708996176;0.0755249676;0.0769775256;0.0741111375;0.0715718514;0.0645838819;0.0667516541;0.0714580433;0.0813081815;0.0860879724;0.0924630627;0.0897734056;0.0834615259;0.0746875267;0.0667902869;0.0664620253;0.0679555159;0.0701738966;0.0703553259;0.0704302552;0.0727010845;0.0744594863;0.079166646;0.0857611093;0.0880852484;0.0835930643;0.0759830707;0.0725285733;0.0740525063;0.0783084826;0.0829887761;0.0868441096;0.0870583881;0.0841036712;0.0784203247;0.0772089101;0.0774968428;0.0821893484;0.0900612996;0.0954635285;0.0954680802;0.0950045579;0.0986840476;0.1001776391;0.1039663512;0.1039414775;0.1023042871;0.1005551632;0.0984726876;0.0974731088;0.100811281;0.106188999;0.1034771087;0.0959940474;0.0856808329;0.079669511;0.0817319727;0.087409396;0.0927402355
US Guam;162742;543;0.250160204;0.0018392457;0.0451441148;0.0064516129;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.250160204;0.1989009103;0.1732968517;0.1471967864;0.1363278448;0.1090734474;0.0895419257;0.0871668709;0.104483571;0.1140477238;0.1081628358;0.1198799588;0.116677253;0.1255737921;0.1208058257;0.1026776059;0.0783188877;0.0529257637;0.0429617158;0.0291965026;0.0220402425;0.0132293991;0.006523439;0.0018392457;0.0022424771;0.004194082;0.0043772228;0.0070590309;0.0101250579;0.0240076131;0.0698642887;0.1601116866;0.2132145074;0.2104479731;0.1626263842;0.1165981322;0.0710576131;0.0599900707;0.0532513731;0.0551914658;0.0584960749;0.0553104396;0.0449753766;0.0374219551;0.0529523574;0.0442127011;0.0435868877;0.0302929577;0.0239012856;0.0279381351;0.0359789576;0.0541950178;0.0799971842;0.1254666487;0.1320089219;0.1515820256;0.1571276567;0.1501500425;0.1243026711;0.0877241611;0.052112075;0.0334534671;0.0336676839;0.048548667;0.0619423745;0.0704033873;0.0760023446;0.0708908815;0.0648800323;0.0690762843;0.0819444579;0.0899034894;0.0880626916;0.0718689661;0.0507856465;0.0327390321;0.0243597796;0.029536005;0.0523017427;0.07519212;0.0892525223;0.0937627002;0.0871726549;0.0748804545;0.0649405185;0.0780858686;0.1063104769;0.1306643957;0.1855630421;0.2139821727;0.1852331575;0.1199113368;0.0831123885;0.0772992409;0.0978687617;0.0943334764;0.0725871221;0.0511547462;0.0420248358;0.0573728117;0.0793748135;0.1192876189;0.1108129331;0.09075857;0.0742095391;0.0657791514;0.0687038774;0.0590749385;0.0451441148
US Hawaii;1415872;16635;0.3839301441;-0.0142843269;0.1031087245;0.0247787611;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3839301441;0.3499153723;0.3029239607;0.2446448439;0.2024029037;0.1566123463;0.1421566063;0.1481694809;0.1700399199;0.1746295355;0.1648266176;0.1531053193;0.1462605429;0.1498795317;0.1371664638;0.12778318;0.1010992227;0.084110312;0.0716467247;0.0658148078;0.0653212062;0.0640261125;0.0623617137;0.0529166422;0.0530468232;0.0485805308;0.0518353858;0.0604904124;0.0672931047;0.0676533748;0.0618333126;0.0498658376;0.0352247475;0.0320679777;0.0393953207;0.0414239512;0.0379215783;0.0303173088;0.0295692699;0.0330520678;0.0435936265;0.0642670812;0.0634767731;0.0488153347;0.0323010291;0.0370683672;0.0523174696;0.0682404052;0.0706010035;0.067885699;0.0529040783;0.0516620052;0.0571936886;0.0750182194;0.0705814665;0.0573505762;0.0429420176;0.0407667706;0.0444282949;0.0517675858;0.065447303;0.0868876112;0.0730517498;0.0278332274;-0.010964732;-0.0142843269;-0.0104181812;0.0544560361;0.0781900686;0.1155491094;0.1453595369;0.1452088997;0.1223050498;0.0951976431;0.1046595516;0.0672997291;0.0981975444;0.140992565;0.1624100109;0.134036484;0.1059252724;0.0890294691;0.0892930828;0.1069447351;0.1309185227;0.1339063283;0.1209201338;0.0948200199;0.0723499907;0.0765230624;0.1025168499;0.1189861121;0.1177066111;0.0978571431;0.0673462731;0.0539638897;0.0644653929;0.081330554;0.0866953005;0.0892966709;0.0818155182;0.0745275012;0.072538172;0.0842963534;0.0931249262;0.1095774962;0.1096621955;0.0998053149;0.0961196079;0.0967830395;0.1031087245
US Idaho;1787065;214045;0.422303671;0.034294879;0.1073269842;0.0530335172;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2716977157;0.2652197672;0.3438077829;0.4123979601;0.422303671;0.3500798765;0.269586628;0.2363841743;0.2442737331;0.2773485013;0.2795404;0.2525388473;0.1950303204;0.1313039752;0.0835292083;0.0546250306;0.0514817661;0.0529704933;0.0556227145;0.0513839169;0.0432326377;0.034294879;0.0351052606;0.0550358699;0.081053541;0.0911774031;0.0767344272;0.0662721095;0.0516010446;0.0579972556;0.0755319772;0.0813860777;0.077281138;0.0648596471;0.0556318242;0.0460399624;0.0570932197;0.0639303973;0.0765445012;0.0767447191;0.0691795598;0.0703016991;0.0677838494;0.0682742518;0.0718177942;0.0751798824;0.0749881248;0.0717249218;0.0682568837;0.0650994145;0.0672204532;0.0742274912;0.0809478273;0.0879724676;0.0904313577;0.085013353;0.0751269743;0.0689136275;0.0656483786;0.0725248757;0.0854120936;0.0934447631;0.0913684411;0.0831040754;0.0743916563;0.0678891238;0.0737219576;0.0800695243;0.0818481239;0.0806945039;0.0775232641;0.0753625565;0.078180113;0.0918906862;0.1014891555;0.0995912356;0.0870739271;0.0693699105;0.0595707454;0.0596751472;0.0668129491;0.0748471612;0.0800477954;0.0795418971;0.0746521679;0.0798826391;0.0951696484;0.114200662;0.1262185834;0.1317831824;0.1285999542;0.1214268141;0.1152188631;0.1167275505;0.1230921391;0.1286646301;0.1244147199;0.1136703579;0.1041354612;0.1032060472;0.1039961519;0.1052981856;0.1041330512;0.1054656296;0.1051181498;0.1046786144;0.1055612976;0.1048616056;0.1073269842
US Illinois;12671821;143793;0.5948470159;0.0543547923;0.0829903762;0.0078156168;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3243050208;0.4168351672;0.5204027332;0.5797024006;0.5948470159;0.5405376188;0.4538829915;0.3750688408;0.317627822;0.2798004754;0.2585249313;0.249530555;0.2410718914;0.2452897342;0.2238698893;0.2102673169;0.1959949883;0.1775463775;0.1683714823;0.157081418;0.1550415419;0.1466909294;0.1350340118;0.1252778496;0.1209585122;0.1189623967;0.1173880683;0.1166600805;0.1082155992;0.1019843428;0.0964170651;0.0879254013;0.0863879505;0.0880440349;0.0900273664;0.0894773162;0.0858253776;0.0850379952;0.0866283068;0.0956383599;0.1048881094;0.1122701808;0.1110569839;0.1046366295;0.0993758038;0.0940543371;0.0965099567;0.0992920934;0.1005479729;0.0982938647;0.0937859861;0.0881362327;0.081161061;0.080725185;0.0807388521;0.0812928325;0.0769353696;0.0718050847;0.0696453655;0.0740856195;0.0814586651;0.0840329773;0.0846291231;0.0764001566;0.0720940102;0.0674097339;0.0680691395;0.072293052;0.0774379303;0.0793217655;0.0788593494;0.0794135901;0.0701394457;0.0620889379;0.0562883929;0.0548738411;0.0570657421;0.059807565;0.0585774646;0.058007899;0.0577678556;0.0592668662;0.0594882702;0.0621264101;0.0619219936;0.0631003475;0.0634472292;0.06202354;0.0592674408;0.0571476238;0.0552838751;0.0548984108;0.0569631717;0.0551312303;0.0543547923;0.057329383;0.0616481263;0.0670290312;0.0736705591;0.0729049662;0.0695612588;0.069473605;0.075243065;0.0822426821;0.0875658127;0.0848006549;0.0802915506;0.0754829794;0.0741432732;0.0772501975;0.0801118385;0.0813544638;0.0777014076;0.0714353527;0.0660296299;0.0664895468;0.0732004697;0.0829903762
US Indiana;6732219;92789;0.4917941548;0.0599325083;0.0798862735;0.0154870775;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2116015436;0.2434832849;0.2837973533;0.3242837276;0.3873824345;0.4591825628;0.4845506787;0.4917941548;0.4462305963;0.3937736319;0.3858094485;0.3736780793;0.3641122573;0.327701533;0.2755663728;0.234454148;0.2066483621;0.1942157385;0.1814452435;0.1679929248;0.1522242139;0.1417014927;0.1301707427;0.1204684471;0.1118690872;0.1034006893;0.098376816;0.0932533252;0.0868868199;0.0782727821;0.0727208107;0.0751174919;0.0840565388;0.0926569567;0.0961374289;0.0940968605;0.0867776822;0.0797783109;0.0797660461;0.0850530118;0.0939858927;0.0996950728;0.1024979156;0.1017502556;0.0992113457;0.0940622185;0.0904371499;0.0881272444;0.0866031401;0.0815081128;0.0757364917;0.0740199532;0.076036127;0.078071456;0.0759259462;0.0739556838;0.066984249;0.0627690396;0.0612566978;0.0634130312;0.0685232299;0.0739717988;0.0767545573;0.0760968233;0.0750225417;0.0743369995;0.0770715766;0.0804784411;0.078772792;0.0753956028;0.0698466958;0.0623414505;0.0610669528;0.0642830339;0.0719061088;0.0789378799;0.0800305295;0.0743853626;0.0667505534;0.0661748607;0.06710674;0.0716545958;0.0748656866;0.0726923363;0.06766864;0.063092661;0.0628434963;0.064974687;0.0708740595;0.0744306104;0.0735617944;0.0761785326;0.077745449;0.0747666695;0.0717264036;0.0697465727;0.0682417214;0.0662024464;0.0657962992;0.0603288766;0.0599325083;0.0656329141;0.0759319924;0.0857270064;0.090770361;0.0860395365;0.0764389526;0.0742951879;0.075199007;0.0799322333;0.0863770449;0.0883606571;0.0853285761;0.0767100817;0.0712788002;0.0723973992;0.0798862735
US Iowa;3155070;144669;0.3197294482;0.0528025639;0.0914162071;0.0195091808;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1001908367;0.1201687828;0.1525720491;0.1839566242;0.2442541544;0.2869630544;0.3165026272;0.3197294482;0.2795739071;0.2374045753;0.2225908269;0.235732386;0.2479115982;0.2527736902;0.2354587313;0.2097779365;0.1872207929;0.1622348291;0.1497136529;0.1392394465;0.1335276137;0.1286800346;0.121193868;0.1180737697;0.1200632033;0.1227642122;0.1183699621;0.1136085766;0.1099163164;0.105984358;0.1080065764;0.1099888675;0.1117709252;0.1203081143;0.1309827645;0.1497990242;0.1562255131;0.1467979832;0.1313249736;0.1212733607;0.1299029322;0.1381326548;0.1419640413;0.1287677577;0.1130755597;0.1051481883;0.105844222;0.1128654118;0.1158369799;0.113941796;0.0984126174;0.0819455951;0.0749584778;0.0747696779;0.0701979079;0.0634560611;0.0618999528;0.063174057;0.0680672323;0.0754475049;0.0776473359;0.0740159054;0.0698327919;0.0680080995;0.0666249386;0.0728995884;0.0781704661;0.0799565297;0.0808935622;0.0793711514;0.0786424829;0.0721894961;0.0725171519;0.0753744517;0.0761948799;0.0738235197;0.0714432126;0.0639340376;0.0590188258;0.0600988303;0.0669527405;0.0803118895;0.090438933;0.084945392;0.0749551862;0.0694506903;0.0686841105;0.0734707602;0.0806639157;0.0841747197;0.0792204799;0.0690537064;0.0528025639;0.0536449436;0.0609467067;0.0748843879;0.0822936834;0.0858301387;0.0796243505;0.0732071751;0.072428544;0.0821305992;0.091812364;0.0974661379;0.0927807191;0.0845408198;0.0758641211;0.0735970477;0.0814751371;0.0856243039;0.0909106079;0.083837869;0.0762338057;0.0677376417;0.071981522;0.0797146214;0.0914162071
US Kansas;2913314;211754;0.4165900602;0.0471771291;0.0856008172;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4165900602;0.3342349737;0.2749140361;0.2372422911;0.2512847702;0.2611027552;0.2755077272;0.2711620007;0.2546524198;0.2326230973;0.1995837917;0.1804387665;0.1607002615;0.1498024016;0.1393926334;0.1314806824;0.1210921477;0.1197197493;0.1209705221;0.1174894882;0.1155005507;0.1026227017;0.0937678607;0.0812006911;0.0731931413;0.0699565658;0.0741266375;0.0863916814;0.0941095043;0.0990421196;0.0933506464;0.0983975883;0.1061917437;0.126686613;0.156249313;0.1674058495;0.1571059096;0.1275675787;0.1024434303;0.0995165343;0.1098977237;0.1232433325;0.1223936086;0.1123736948;0.0966453283;0.0842272543;0.0850444495;0.090311568;0.0981495684;0.0973678561;0.0878858424;0.073369276;0.0611411373;0.0593911639;0.0587706958;0.061773733;0.0638473879;0.0617665374;0.05773149;0.0539551114;0.0548856443;0.0607781017;0.0685887238;0.0730386339;0.0693743172;0.0603040519;0.049736444;0.0471771291;0.0566675749;0.0703702224;0.0816883771;0.0833185832;0.075106181;0.0638156345;0.0613827468;0.066265881;0.0682990016;0.0698988112;0.0690997584;0.0650095276;0.0604157341;0.0635021177;0.070971078;0.0765098698;0.0825597542;0.0867906602;0.0875656947;0.0861521773;0.0869890368;0.0904126941;0.0945215469;0.0954337998;0.0905438975;0.0838317965;0.0826812594;0.089757916;0.0991142398;0.1046083174;0.1061469391;0.103376072;0.1001262874;0.0950201273;0.0915895152;0.0925768703;0.0964439927;0.0977575582;0.0927340199;0.0865532286;0.080175601;0.0787699031;0.0824460693;0.0856008172
US Kentucky;4467673;102269;0.3395806587;0.0499324841;0.0985662557;0.0241564006;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1984873499;0.2108076769;0.2411028371;0.3143289602;0.3395806587;0.3353358894;0.3130736946;0.2563151323;0.2486748041;0.2409826295;0.2619862049;0.2527874975;0.2250653432;0.2008141013;0.1760837779;0.1682802548;0.1583514504;0.1528742462;0.1286654703;0.1025124624;0.0935395928;0.1008804778;0.135535262;0.1647020987;0.1811357279;0.1583120742;0.1138821477;0.0910083135;0.0772917938;0.0822241891;0.0816829548;0.0806480194;0.084828806;0.0881698887;0.0964162849;0.0974175385;0.1020618173;0.0956272596;0.0936599214;0.099561183;0.0951463007;0.0873853499;0.0807060061;0.0774126669;0.0805757407;0.0816180002;0.0838371014;0.0736025141;0.0770227679;0.0902440004;0.1035181311;0.1131584783;0.0984325054;0.0845668821;0.0636826876;0.0632576099;0.0626133375;0.0672361149;0.073612134;0.0776647811;0.0800502329;0.0802033067;0.0906051886;0.0790715799;0.0635350213;0.0508439883;0.0499324841;0.0556991079;0.0653224423;0.0736889949;0.0785937833;0.0736079485;0.0681657545;0.0716450373;0.0871683545;0.108045395;0.112739695;0.1056094094;0.0969522346;0.0963732384;0.0958170398;0.0921995164;0.0783512147;0.0658212718;0.058401073;0.0545922095;0.0596858894;0.0652288688;0.0703616594;0.0659567343;0.0635718874;0.0641563772;0.0710382009;0.0845451815;0.0871627884;0.0807857388;0.0749183938;0.0727359486;0.0750378837;0.086596152;0.0944196463;0.0913027578;0.0807631959;0.0738817013;0.0702580569;0.0729813056;0.0803269892;0.0845185432;0.0865993769;0.0833100617;0.0855715311;0.0875212396;0.0926146545;0.0974406088;0.0985662557
