Country/Region;Population;Area;% Max;% Min;% Latest;% Last Day;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;2020-04-17;2020-04-18;2020-04-19;2020-04-20;2020-04-21;2020-04-22;2020-04-23;2020-04-24;2020-04-25;2020-04-26;2020-04-27;2020-04-28;2020-04-29;2020-04-30;2020-05-01;2020-05-02;2020-05-03;2020-05-04;2020-05-05;2020-05-06;2020-05-07;2020-05-08;2020-05-09;2020-05-10;2020-05-11;2020-05-12;2020-05-13;2020-05-14;2020-05-15;2020-05-16;2020-05-17;2020-05-18;2020-05-19;2020-05-20;2020-05-21;2020-05-22;2020-05-23;2020-05-24;2020-05-25;2020-05-26;2020-05-27;2020-05-28;2020-05-29;2020-05-30;2020-05-31;2020-06-01;2020-06-02;2020-06-03;2020-06-04;2020-06-05;2020-06-06;2020-06-07;2020-06-08;2020-06-09;2020-06-10;2020-06-11;2020-06-12;2020-06-13;2020-06-14;2020-06-15;2020-06-16;2020-06-17;2020-06-18;2020-06-19;2020-06-20;2020-06-21;2020-06-22;2020-06-23;2020-06-24;2020-06-25;2020-06-26;2020-06-27;2020-06-28;2020-06-29;2020-06-30;2020-07-01;2020-07-02;2020-07-03;2020-07-04;2020-07-05;2020-07-06;2020-07-07;2020-07-08;2020-07-09;2020-07-10;2020-07-11
US New Hampshire;1359711;23187;0.3355263418;0.0441959377;0.0646919658;0.003013561;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3355263418;0.3162017207;0.2616544364;0.2348053235;0.2116621045;0.214595396;0.2027697619;0.1927500316;0.1930903765;0.2089493639;0.230662304;0.2424687816;0.2378143603;0.1874767255;0.1470706778;0.1191066253;0.1190986907;0.123188207;0.1196706861;0.1072926314;0.0883518489;0.0729086337;0.0640495181;0.0727700659;0.0783636461;0.0915322913;0.1010274092;0.1080124;0.1150904036;0.1084733275;0.0900485543;0.0730763114;0.0771612664;0.0815574999;0.0850708114;0.0862151234;0.0836553958;0.0815517575;0.0821527012;0.0911162017;0.0919745554;0.0923182079;0.0901984368;0.0966792788;0.1106450232;0.1230167197;0.1140417553;0.0900191387;0.070619372;0.0679736889;0.0724701812;0.0820006824;0.0845150984;0.0789165219;0.06784018;0.0615091441;0.0680191887;0.073914124;0.0818177153;0.0683694976;0.0566673412;0.0564735338;0.0707239395;0.0869266202;0.0957101758;0.1004566934;0.0833805094;0.0601357895;0.0501724996;0.0516992186;0.0628227315;0.0754044218;0.0821100915;0.0836003541;0.0787643834;0.0759591085;0.067928911;0.076970126;0.080563181;0.0837474177;0.0718243382;0.0539013157;0.0445024388;0.0441959377;0.0547060754;0.057457653;0.0625434462;0.0610747498;0.0587337434;0.0527147331;0.0525759164;0.0679708669;0.068242051;0.0667801513;0.0654931954;0.0579296323;0.0549452577;0.053794901;0.0658086376;0.0831160027;0.0912013125;0.0831736362;0.0708066417;0.0629613605;0.0532751453;0.0530481356;0.0571428551;0.0660247933;0.0668805239;0.0612269211;0.0576443399;0.0630783016;0.0646919658
US New Jersey;8882190;19047;0.6020813525;0.0470693102;0.0602103586;0.0018954578;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4610041809;0.5064277118;0.5174303195;0.5490131465;0.6020813525;0.5643641897;0.5343119233;0.4803338893;0.438917941;0.427716485;0.3915664997;0.3838521441;0.3525006952;0.3397622531;0.3256983594;0.29142089;0.2512798539;0.2145649146;0.1942642759;0.1776994971;0.171228521;0.1604777657;0.1513192034;0.1325317864;0.1142440958;0.1030717012;0.094794788;0.0917051479;0.0899761627;0.0890614403;0.0861916778;0.0830415056;0.081241704;0.0816233756;0.0819993005;0.0829672467;0.0817234379;0.0836540215;0.0827310732;0.084284405;0.0842188963;0.0815366297;0.0786652114;0.0740911435;0.0731756393;0.0674622315;0.0667060964;0.0638962048;0.0624882069;0.0658164441;0.0676561213;0.0686913301;0.0666184437;0.0638145584;0.0585415546;0.0567943029;0.0599043142;0.0586504945;0.0585427028;0.0545624916;0.0496589676;0.0475112712;0.0499621317;0.0571882482;0.0628731982;0.070938196;0.0731351919;0.0748674244;0.0751614754;0.0740898069;0.068346405;0.0644836228;0.05891915;0.0574237842;0.0575895958;0.0623303739;0.0659345507;0.0687706827;0.0709009781;0.0650166328;0.0598600095;0.055284531;0.0553800423;0.0535933817;0.0577589616;0.0573805012;0.0514140092;0.0470693102;0.0479652343;0.0547823458;0.0616210844;0.06542197;0.0628491377;0.0582670778;0.0542744763;0.05393914;0.0604484853;0.0684021674;0.0714871052;0.0708863122;0.0677031769;0.0664420854;0.0640958913;0.0622399266;0.0660389154;0.0701437767;0.0704283158;0.0681730459;0.063754341;0.0653595207;0.0730933648;0.0801190385;0.0849195916;0.0818537676;0.07819665;0.0686188648;0.0616942736;0.0592686223;0.0602103586
US New Mexico;2096829;314161;0.2641960881;0.0503556886;0.0846198794;0.0209108133;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2565212539;0.2641960881;0.2633232088;0.2404499354;0.2077809063;0.1849775028;0.1692835547;0.1710915268;0.1881420237;0.2169312101;0.2412575394;0.2518635525;0.2422174739;0.1990331681;0.157061564;0.1343310716;0.1454339207;0.1570367405;0.1645049046;0.16407986;0.1562081752;0.1487122698;0.1532687665;0.1638723237;0.159462596;0.1380694458;0.1031898916;0.0857958949;0.0750521524;0.0805920894;0.0875560421;0.0904454387;0.0911235047;0.088288058;0.0856700673;0.0853873134;0.1036654104;0.1104602193;0.1154261578;0.1112250767;0.1024320689;0.0879845066;0.0833304385;0.0933503481;0.105576739;0.1108158668;0.1025727229;0.0954833402;0.0871131872;0.0822209414;0.0825586625;0.0814967315;0.0853598448;0.0802997063;0.0743189119;0.0697878672;0.0728006077;0.0775881583;0.0779247104;0.081741147;0.0789915882;0.079869286;0.0745636154;0.0700915201;0.0691509562;0.0700314295;0.07447873;0.0762026745;0.0814949822;0.0781615626;0.0711808936;0.0655409869;0.0647187401;0.068981332;0.0699978224;0.0703011208;0.0679378905;0.0718836564;0.0810445802;0.0910514801;0.104127218;0.11019207;0.1002669993;0.0864778157;0.0697567014;0.0600275413;0.0650296187;0.070144966;0.0641031611;0.0554957316;0.0520501412;0.0503556886;0.0592117415;0.0701780304;0.0735549379;0.0832665258;0.0924283573;0.0846275999;0.0772717574;0.0820715473;0.0813425641;0.0908557591;0.0981184443;0.0988147943;0.0934626528;0.0866245102;0.0782275767;0.0757953495;0.0859293982;0.0907548962;0.0910558646;0.089683567;0.0849153778;0.0840895745;0.0846198794
US New York;19453561;122057;0.6002279423;0.0471280589;0.0720286135;0.0018236368;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4189131263;0.3484292596;0.3114660192;0.3169870028;0.3338678528;0.3308166326;0.3728570782;0.4147615088;0.4918432242;0.5801730784;0.5946182883;0.6002279423;0.5444259525;0.4623068901;0.3789808368;0.3050694853;0.2513336798;0.2174251761;0.1957569061;0.1776941132;0.1603699373;0.1432283769;0.1323597974;0.1271308819;0.1235993317;0.1214438052;0.1169053728;0.1085456199;0.0996227722;0.0946125396;0.0944122953;0.0968314946;0.0955253967;0.0899359457;0.0819741036;0.0751956605;0.0733170633;0.0765017941;0.0792994637;0.0762823849;0.0701007123;0.0613297344;0.0565916805;0.054903961;0.0583461726;0.0677830673;0.0785440585;0.0839693031;0.0800062621;0.0720144329;0.0616447436;0.055832433;0.057995744;0.0603962633;0.0598289065;0.054960244;0.049639183;0.0471280589;0.0492382272;0.0583351799;0.0630724287;0.0621822955;0.0567869064;0.0519892023;0.0512133963;0.0544333528;0.0632917503;0.0707379437;0.0722444204;0.0665649935;0.059938767;0.0573879674;0.0587981281;0.0638631094;0.0681656089;0.0676055268;0.0637923744;0.0591378045;0.0568435654;0.0593003322;0.0652731768;0.0701119301;0.0688661349;0.0648934916;0.0605109365;0.0610677815;0.0619526661;0.063594876;0.0648616488;0.0626574816;0.0587929915;0.0540363463;0.0527908995;0.0534133622;0.0573226588;0.0617088312;0.0642512724;0.066037592;0.0638857332;0.0615914609;0.0612478071;0.0652239644;0.0690519653;0.071111712;0.0702736374;0.0674209291;0.0651461646;0.0670751011;0.0726255545;0.0768227449;0.0767111738;0.0719139747;0.0647194262;0.0620268599;0.0676271376;0.0764554914;0.083342011;0.0813636386;0.0742844765;0.0668605779;0.0651729667;0.0679653647;0.0720286135
US North Carolina;10488084;125920;0.4380025035;0.0647155357;0.0821714869;0.0302713602;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2888125972;0.3032448881;0.3606682351;0.4170602233;0.4380025035;0.3876492805;0.3433791921;0.3071900579;0.2836539453;0.2734368458;0.2583256571;0.2365667593;0.2140403276;0.1975160499;0.1781089191;0.1676728529;0.1493010698;0.1448066704;0.1408789978;0.1372689967;0.1357478204;0.1247082379;0.1189101349;0.1085929846;0.1041141682;0.0982463302;0.1001202097;0.0987031984;0.0862438464;0.078971316;0.0742754416;0.0823599184;0.0903267681;0.0968729222;0.0984548639;0.0882287169;0.0802714335;0.0819001752;0.0940015955;0.1036688697;0.1082257608;0.0998802175;0.0871786077;0.0867393788;0.091087982;0.098148967;0.100137727;0.0914218564;0.0768441557;0.065690018;0.069979921;0.0809281008;0.0967169884;0.0975491352;0.0905724894;0.0813278324;0.0712943039;0.0719751165;0.0790691214;0.094473811;0.1024883527;0.1029686115;0.0984909887;0.090996012;0.0877672987;0.0850050784;0.0899808777;0.0965051318;0.0968012201;0.0910311991;0.0774043012;0.0674206774;0.0647155357;0.0791869317;0.0930175361;0.1035036577;0.1020083784;0.0897139515;0.0823302095;0.0837325225;0.09554626;0.1026150667;0.1045257776;0.0933687845;0.0809151626;0.0742356071;0.0769748201;0.088379907;0.0979043897;0.1004885234;0.0930519335;0.0815501681;0.0718875232;0.0713838585;0.0783235576;0.0863188349;0.0899317218;0.0834297658;0.0746249143;0.0699438074;0.0737965425;0.0797322598;0.0872485234;0.090785126;0.0870637459;0.0837067465;0.0809374554;0.083526103;0.0883350915;0.0904149216;0.0855096934;0.0773405613;0.0746439557;0.0713720686;0.0751911511;0.0821714869
US North Dakota;762062;178711;0.2456594088;0.0226954982;0.1026800044;0.0214251324;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.130769716;0.1312932154;0.1596370673;0.2135523374;0.2456594088;0.2385383559;0.213822708;0.1793071384;0.163216178;0.1477781781;0.1374865534;0.1243470669;0.1117293402;0.1050312467;0.0984504146;0.0934676808;0.0861293102;0.081697705;0.0787879566;0.0795707997;0.0835891612;0.0885217342;0.0964553077;0.1065459067;0.1318008216;0.1641387164;0.1898606659;0.1833721079;0.149552242;0.1122961734;0.0837109299;0.0794615595;0.0856920883;0.0998829667;0.1067434289;0.1087511133;0.100228197;0.0872405889;0.0812740601;0.07583951;0.0749782472;0.0715088985;0.0713716361;0.0724711087;0.0767877521;0.0822272705;0.0841025216;0.0814931076;0.0727995655;0.071981598;0.0791706394;0.0914058841;0.1005411779;0.1032296758;0.0995923236;0.0908822124;0.0860944863;0.0905326062;0.1036342819;0.1146153333;0.1098522219;0.0906424286;0.0678207899;0.0443716193;0.0268673729;0.0226954982;0.0315611111;0.0425830556;0.0522289116;0.054528852;0.0588191432;0.069164091;0.075956507;0.0817211367;0.0937949678;0.1088448803;0.093179842;0.0789988056;0.0696798207;0.0664115125;0.0710572303;0.0744522283;0.0756564429;0.0662643352;0.059667378;0.0581330673;0.0619298198;0.0722358531;0.0755470793;0.0733689742;0.0685456407;0.0662689897;0.0644402019;0.0686074286;0.0754699094;0.0787246451;0.0823388119;0.0830386473;0.0882827572;0.0885256114;0.0881924763;0.0906783303;0.0968791589;0.096663078;0.0856148884;0.0803171734;0.0809547835;0.0907704725;0.1026800044
US Ohio;11689100;105829;0.401238644;0.0357536882;0.0872870591;0.0216049383;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3895232116;0.3603090691;0.3719809989;0.3941550561;0.401238644;0.38375683;0.3419470214;0.2968021781;0.2748863081;0.2637414713;0.2571846558;0.2428531001;0.2155317614;0.1895617608;0.1688488609;0.1591038193;0.1555588824;0.1481159146;0.1383101106;0.1241209893;0.1116192138;0.1022717652;0.0970989784;0.0950378295;0.0911463959;0.0892403627;0.0856063312;0.0851651189;0.0887815019;0.0989029269;0.1165254769;0.1355950242;0.1569027104;0.166827352;0.1589139545;0.1326745289;0.0991197525;0.0735990682;0.059176161;0.0479000911;0.038255809;0.0357536882;0.0458463317;0.0667190093;0.0868135311;0.101415311;0.1028166893;0.0929130025;0.0852712903;0.0822704969;0.0824069859;0.0853258539;0.0875422965;0.0795757557;0.0736043127;0.0738812589;0.0706096132;0.0709290006;0.073592114;0.0736145704;0.0729273592;0.0701775728;0.0683061444;0.0687886115;0.0751048378;0.08153196;0.0827519797;0.0836961532;0.0800602332;0.0748790381;0.0726791979;0.0708958814;0.0711554934;0.0715491814;0.0718241844;0.0699271229;0.0664422822;0.0649703668;0.0662251941;0.0686528558;0.0688507818;0.0679813186;0.0650258139;0.062124706;0.0622543917;0.0674439164;0.0713064447;0.0741073625;0.0744955177;0.0720965459;0.0724492764;0.0762272541;0.0830496373;0.090315369;0.093501845;0.0920651359;0.0903104241;0.0888590566;0.0888302066;0.090723379;0.0952028194;0.0964056671;0.0959144681;0.0910678149;0.0843220922;0.0838991088;0.0887252847;0.0930840246;0.092999178;0.0890237882;0.0810899208;0.0754731499;0.0766271222;0.0820697582;0.0872870591
US Oklahoma;3956971;177660;0.4057078589;0.0516818066;0.1039527602;0.0359836581;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.32781358;0.2281026623;0.2070691547;0.2529090746;0.332541375;0.3921141969;0.4057078589;0.352036837;0.2648474451;0.1987113742;0.1757523956;0.1860713254;0.2005363494;0.2062239417;0.1880822564;0.1560845056;0.1279659222;0.1045219108;0.0976127374;0.0920629591;0.0899637055;0.0873962359;0.0780924422;0.0757073031;0.0743426209;0.0771784235;0.0776209815;0.0800981372;0.0779156987;0.0720300954;0.070627923;0.067365051;0.0763904364;0.0840108499;0.087839102;0.0852970798;0.0751088801;0.0676287961;0.0619470537;0.0676000183;0.080210107;0.0919888319;0.0953768614;0.0920421587;0.0900676264;0.0797256809;0.074862142;0.0752804062;0.0759355204;0.0759448122;0.0686050354;0.0657876143;0.0616555005;0.0693170603;0.0812024743;0.0884346606;0.0967579445;0.0925827246;0.0849764426;0.0750324931;0.0700885153;0.0700085876;0.078541294;0.0877767005;0.0830052791;0.075042175;0.0612734077;0.0521914963;0.0516818066;0.0558166422;0.0584423846;0.0635222624;0.0677086864;0.0718694589;0.0816419041;0.0922893002;0.0910139893;0.0814976972;0.0742428763;0.0749392735;0.0830075325;0.0885412563;0.0944864617;0.0996073822;0.1099753014;0.1103088712;0.1086955203;0.1049843924;0.104490224;0.110417502;0.1179281839;0.1218172496;0.116961305;0.1098343722;0.0973370323;0.091887001;0.0941414334;0.0948205471;0.0917744223;0.0829883741;0.0743252327;0.0723949903;0.0784002514;0.0849519665;0.0887206837;0.0955658278;0.0904024896;0.0878916946;0.0918166187;0.1001033264;0.1053038454;0.1039527602
US Oregon;4217737;248608;0.3072161565;0.0500326296;0.0793499682;0.0346603807;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1909120758;0.1952902143;0.1656467908;0.1350581801;0.171535627;0.2141296737;0.2726812238;0.3072161565;0.2904263084;0.2549720226;0.2078644688;0.198428921;0.1962714586;0.2137001467;0.2302260896;0.2268144335;0.2071329774;0.1745918603;0.1514679707;0.1321692852;0.1236595246;0.1188093525;0.1167645373;0.1103375138;0.1004072422;0.0875379441;0.0794085063;0.0739228895;0.0697714208;0.070974731;0.0748516536;0.086224549;0.0869851057;0.082979394;0.0746368366;0.068155366;0.0729836182;0.076210339;0.0767373979;0.0730395995;0.0741195796;0.0718854375;0.0718905831;0.084929653;0.0864283081;0.0829471466;0.0739191215;0.0715608066;0.0701193903;0.075103244;0.0809991888;0.0809364438;0.0806899905;0.0838516103;0.0897941773;0.0920886707;0.0948560585;0.0935716915;0.0902256845;0.0844839011;0.0772743161;0.0727467323;0.0704359278;0.0698557487;0.0672894115;0.0639709546;0.0591179409;0.0576069454;0.0595815892;0.0610610454;0.0633477384;0.0573549912;0.0543817856;0.0500326296;0.0533495951;0.0585968992;0.0719419062;0.0847000353;0.0849926642;0.0906445348;0.0890708485;0.092263179;0.0863200015;0.0887946559;0.0943293594;0.1021741422;0.1097430083;0.1119330122;0.1104020957;0.0976765196;0.0930482803;0.0962182256;0.1026486671;0.1027737785;0.0993543446;0.1006197881;0.103593059;0.0999162806;0.0940640719;0.0914340529;0.0879760125;0.0852938825;0.0806043842;0.0783303474;0.0766206603;0.0782255305;0.0832690892;0.0901722966;0.0942587354;0.0873147504;0.0826983751;0.0889437992;0.0987078885;0.1054418517;0.1021470199;0.0921655449;0.0791658728;0.0705203663;0.0723204804;0.0793499682
US Pennsylvania;12801989;115883;0.4118817926;0.0533471213;0.0879590143;0.0086603605;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4118817926;0.3887872955;0.3132886555;0.2926072874;0.2883431934;0.3347803845;0.3724209025;0.38854642;0.3842469157;0.3598340965;0.340432994;0.3501415777;0.3613940696;0.3612569761;0.3427495129;0.2981668583;0.2560626901;0.2249412724;0.2111068479;0.2069243333;0.2064464053;0.2024139478;0.1917506403;0.1746246711;0.1560225439;0.1445203598;0.1358465643;0.1291218846;0.1193285509;0.1058317963;0.0911880158;0.0788974651;0.072325991;0.0708042892;0.0749800245;0.0793521018;0.0814543307;0.0790331244;0.0743740583;0.0726187922;0.07512727;0.0808584548;0.0842586063;0.083312197;0.0779175002;0.0714973649;0.0687708831;0.0722178865;0.0773912524;0.0797708007;0.0764616808;0.0721877869;0.0653862284;0.0626832194;0.0649353107;0.0711132999;0.0770663102;0.0786992428;0.0767195599;0.0698717381;0.0642550337;0.0634671715;0.0667030626;0.071703247;0.0713494686;0.0685621403;0.06437847;0.0636109729;0.0671717177;0.072135513;0.0759297127;0.0728918742;0.0675905901;0.0611320658;0.0590241269;0.064002597;0.0738057588;0.0811018763;0.0820828621;0.0712063479;0.0633292964;0.057542303;0.0596235891;0.0619322068;0.0653172682;0.0650336039;0.063241719;0.0615060753;0.0596486382;0.0625071361;0.0601110717;0.0565322211;0.0533471213;0.0567078989;0.0587862255;0.06382944;0.0653429518;0.0742670228;0.0821857062;0.0853607869;0.0874390687;0.0863345939;0.0860506838;0.0822606057;0.0851348573;0.0856542774;0.0839171054;0.0809333593;0.0777345998;0.0777220868;0.0819343862;0.0854778709;0.0855610615;0.079944536;0.0735827342;0.0722896379;0.0785564107;0.0846232403;0.0879590143
US Puerto Rico;3193694;8868;0.3144128479;-0.0494718155;0.0841600633;0.0250629309;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2793390077;0.2854265234;0.2787788523;0.2797896621;0.2717539319;0.2799524047;0.3017601542;0.3144128479;0.2989146463;0.260661546;0.2170579959;0.1775113701;0.1531649706;0.1324395259;0.1139575572;0.1047985397;0.1003018329;0.1020207108;0.1050868698;0.1037513003;0.1031663397;0.0886628979;0.0730978761;0.0694899243;0.0730735362;0.0816212899;0.0858791604;0.091164815;0.0551836519;-0.0178570003;-0.0494718155;-0.0142580711;0.097053029;0.1513532607;0.1781361735;0.1094302517;0.0789403328;0.0878616813;0.110628781;0.1531960759;0.1702773449;0.1606717066;0.0778729965;0.0783378775;0.0805442035;0.0840151625;0.0873579698;0.0740945496;0.0599716248;0.0519607516;0.0536717434;0.0641548141;0.0888569536;0.0977642034;0.0942312464;0.0902172717;0.0835445696;0.0825332396;0.0906354325;0.086907067;0.0864887075;0.0876432356;0.0852965877;0.0794541003;0.0757619691;0.0816838043;0.0872810376;0.0931249668;0.0908323857;0.0840480905;0.0759808742;0.080526649;0.1078527014;0.1335082004;0.1458150801;0.1311060851;0.1034641092;0.0716505719;0.0642764361;0.0604115012;0.062507976;0.0654770416;0.067773905;0.0632397414;0.0562947421;0.0562495062;0.0509092234;0.0645365717;0.0773419707;0.0863617057;0.0865937272;0.0772264639;0.0688708813;0.066785173;0.0694112796;0.0705622298;0.0719595642;0.0750881723;0.0796928709;0.0838753204;0.0776434252;0.0772711891;0.0711583171;0.0767112836;0.1081174098;0.1394129217;0.1339279996;0.100545151;0.0841600633
US Rhode Island;1059361;2678;0.3241915905;0.0476103731;0.0658627546;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1859412341;0.2516906577;0.3190903793;0.3241915905;0.2989306609;0.2513301889;0.2224497771;0.204292866;0.1960574104;0.1955349497;0.2005994599;0.2225231984;0.2369713001;0.2470339473;0.2373460583;0.2084468946;0.1774721419;0.1576635193;0.1579935917;0.1690335495;0.1829526677;0.1958099187;0.1976270126;0.1941632156;0.1852678287;0.1753865604;0.155189077;0.1306064882;0.111854433;0.1001969773;0.100244255;0.1011331052;0.1009948141;0.0970039777;0.096167991;0.0973113493;0.1005708134;0.1047060009;0.1027228901;0.0975426717;0.0862193269;0.0758213684;0.0697008993;0.0710122038;0.0755456621;0.0771152127;0.0744288865;0.0675681569;0.0630372119;0.0654896528;0.0728339986;0.0802106089;0.080905841;0.0764349259;0.0699054426;0.0652532966;0.0632046908;0.0637977434;0.0656736035;0.0680549759;0.0692402785;0.0686342931;0.0655514602;0.0636527841;0.064584464;0.0666873355;0.0709372031;0.0683657139;0.0599307805;0.0524879439;0.049346449;0.052492949;0.0613208213;0.0703638468;0.0719522384;0.0669762823;0.0632388816;0.0610405079;0.0614531696;0.0678281375;0.0699134281;0.0662882128;0.05760721;0.0510254781;0.0476103731;0.0516544312;0.0634962688;0.0704700629;0.0689255846;0.0624925662;0.0565923254;0.0563781119;0.0602762778;0.0656671305;0.0686210928;0.0645854993;0.0584115119;0.0561022914;0.061944919;0.0709407415;0.0769775776;0.0767687184;0.0707608858;0.0651937801;0.0580284851;0.0558168308;0.0614110549;0.0716658278;0.0739742339;0.0652273522;0.0579129661;0.0577297133;0.0620339061;0.0660657133;0.0665067144;0.0658627546
