Country/Region;Population;Area;Latest;Per 100,000 inh.;% Confirmed;Blank 4;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;2020-04-17;2020-04-18;2020-04-19;2020-04-20;2020-04-21;2020-04-22;2020-04-23;2020-04-24;2020-04-25;2020-04-26;2020-04-27;2020-04-28;2020-04-29;2020-04-30;2020-05-01;2020-05-02;2020-05-03;2020-05-04;2020-05-05;2020-05-06;2020-05-07;2020-05-08;2020-05-09;2020-05-10;2020-05-11;2020-05-12;2020-05-13;2020-05-14;2020-05-15;2020-05-16;2020-05-17;2020-05-18;2020-05-19;2020-05-20;2020-05-21;2020-05-22;2020-05-23;2020-05-24;2020-05-25;2020-05-26;2020-05-27;2020-05-28;2020-05-29;2020-05-30;2020-05-31;2020-06-01;2020-06-02;2020-06-03;2020-06-04;2020-06-05;2020-06-06;2020-06-07;2020-06-08;2020-06-09;2020-06-10;2020-06-11;2020-06-12;2020-06-13;2020-06-14;2020-06-15;2020-06-16;2020-06-17;2020-06-18;2020-06-19;2020-06-20;2020-06-21;2020-06-22;2020-06-23;2020-06-24;2020-06-25;2020-06-26;2020-06-27;2020-06-28;2020-06-29;2020-06-30;2020-07-01;2020-07-02;2020-07-03;2020-07-04;2020-07-05;2020-07-06;2020-07-07;2020-07-08;2020-07-09;2020-07-10;2020-07-11;2020-07-12;2020-07-13;2020-07-14;2020-07-15;2020-07-16;2020-07-17;2020-07-18;2020-07-19;2020-07-20;2020-07-21;2020-07-22;2020-07-23;2020-07-24;2020-07-25;2020-07-26;2020-07-27;2020-07-28;2020-07-29;2020-07-30;2020-07-31;2020-08-01;2020-08-02;2020-08-03;2020-08-04;2020-08-05;2020-08-06;2020-08-07;2020-08-08;2020-08-09;2020-08-10;2020-08-11;2020-08-12;2020-08-13;2020-08-14;2020-08-15;2020-08-16;2020-08-17;2020-08-18;2020-08-19;2020-08-20;2020-08-21;2020-08-22;2020-08-23;2020-08-24;2020-08-25;2020-08-26;2020-08-27;2020-08-28;2020-08-29;2020-08-30;2020-08-31;2020-09-01;2020-09-02;2020-09-03;2020-09-04;2020-09-05;2020-09-06;2020-09-07;2020-09-08;2020-09-09;2020-09-10;2020-09-11;2020-09-12;2020-09-13;2020-09-14;2020-09-15;2020-09-16;2020-09-17;2020-09-18;2020-09-19;2020-09-20;2020-09-21;2020-09-22;2020-09-23;2020-09-24;2020-09-25;2020-09-26;2020-09-27;2020-09-28;2020-09-29;2020-09-30;2020-10-01;2020-10-02;2020-10-03;2020-10-04;2020-10-05;2020-10-06;2020-10-07;2020-10-08;2020-10-09;2020-10-10;2020-10-11;2020-10-12;2020-10-13;2020-10-14;2020-10-15;2020-10-16;2020-10-17;2020-10-18;2020-10-19;2020-10-20;2020-10-21;2020-10-22;2020-10-23;2020-10-24;2020-10-25;2020-10-26;2020-10-27;2020-10-28;2020-10-29;2020-10-30;2020-10-31;2020-11-01;2020-11-02;2020-11-03;2020-11-04;2020-11-05;2020-11-06;2020-11-07;2020-11-08;2020-11-09;2020-11-10;2020-11-11;2020-11-12;2020-11-13;2020-11-14;2020-11-15;2020-11-16;2020-11-17;2020-11-18;2020-11-19;2020-11-20;2020-11-21;2020-11-22;2020-11-23;2020-11-24;2020-11-25;2020-11-26;2020-11-27;2020-11-28;2020-11-29;2020-11-30;2020-12-01;2020-12-02;2020-12-03;2020-12-04
Ireland;4937786;68890;3689;74.7095965682;0.0501966227;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;6;6;18;18;19;21;34;43;43;90;128;148;168;221;286;551;665;767;887;1104;1295;1521;1776;2031;2286;2466;2741;3012;3155;3292;3590;3819;4088;4239;4380;4510;4755;5968;6513;7040;7737;8244;9100;9422;9707;10154;10257;10288;10331;10597;11033;10095;9633;9607;9001;8398;7706;7341;6853;6418;6255;6120;5943;5577;4778;4357;4199;3734;3487;3365;3148;3215;3123;2872;2606;2428;2268;2067;2006;1965;1822;1643;1563;1493;1402;1014;920;881;878;862;815;796;751;657;601;562;509;480;428;397;374;366;313;259;268;230;213;205;191;178;176;176;165;167;164;142;136;141;139;136;134;130;135;148;148;147;146;160;175;174;189;176;197;206;209;232;241;233;235;264;277;261;256;258;253;254;259;259;329;335;359;402;442;451;484;546;625;775;831;876;872;896;902;930;1082;1095;1105;1246;1244;1304;1285;1264;1257;1348;1400;1525;1524;1583;1529;1503;1498;1526;1567;1530;1548;1626;1703;1658;1879;1801;1907;1993;2010;2225;2381;2524;2685;2817;2968;3004;3261;3347;3364;3511;3634;3744;3830;4005;4185;4191;4356;4574;4792;5130;5099;5428;5529;5909;6092;6388;7154;7538;7974;8419;9088;9832;10364;11010;11930;12444;13283;13838;14390;14558;14394;14600;14716;14608;14191;13868;13632;12778;12040;11757;10792;10061;9570;9277;8747;8266;7592;7122;6813;6335;6040;6070;5901;5606;5638;5575;5427;5264;5288;5067;5052;5041;4940;4862;4600;4416;4338;4188;4112;4008;3755;3689
Israel;8655535;21640;13972;161.4227196817;0.0408417397;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;3;6;6;7;12;15;15;21;36;46;55;59;87;94;101;106;132;170;239;280;356;365;591;796;1024;1189;1263;2372;2884;3309;3763;4256;4728;5422;6042;6746;7101;7314;7660;7942;8217;7438;7261;7186;7051;7071;6963;6624;6239;5816;5517;5380;5073;4921;4826;4713;4646;4536;4350;3881;3571;3331;3102;2948;2766;2532;2283;2037;1787;1627;1412;1197;1057;1003;914;778;735;615;511;459;447;421;411;361;317;303;289;273;256;283;284;339;440;464;536;609;708;790;915;1023;1096;1223;1380;1503;1703;1817;1888;2008;2057;2155;2334;2508;2668;2851;2932;2965;3131;3409;3656;3981;4261;4510;4759;5318;5804;6505;7349;7978;8640;9298;10087;11026;11866;12875;13820;14590;15443;16406;17224;18129;18922;19588;20215;20400;21153;21769;22486;22951;23372;23316;23120;23448;23969;24046;23894;23651;22828;22520;22433;22156;21802;21489;21423;21065;20947;20603;20301;19969;19825;19851;19983;20343;20193;20113;20063;19873;19602;19559;19600;19796;19929;20260;20688;21132;21285;21318;21846;22449;24002;25176;26306;27100;28312;29800;31333;33376;35466;37609;39418;41492;44119;47406;48787;51511;54228;56532;56934;57412;60944;64073;68146;72561;75724;75963;72317;71769;76273;78619;80337;79121;79479;81334;79037;76077;71598;66171;61205;59437;61447;58792;51831;45712;40154;37972;35957;31753;28222;25229;22506;20392;19722;18683;16398;14949;13555;12587;11767;11584;11320;10591;10244;9841;9379;9221;9187;9114;8949;8737;8777;8969;9050;9114;9081;9166;9149;9175;9375;9458;9668;9899;10139;10321;10637;10886;11157;11445;11845;12230;12599;13383;14051;13972
Italy;60461826;294140;343172;567.5845780774;0.2031879186;;;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;3;3;3;3;3;3;3;1;1;1;1;1;1;1;17;59;152;226;319;450;652;885;1125;1691;2033;2499;3086;3855;4616;5821;7220;8943;9827;12009;14458;16772;20029;23053;25944;29004;32624;37177;42385;47695;51763;54755;59027;61924;65476;68838;71315;72942;73759;74286;74861;74207;72806;71054;69810;68620;66410;65036;63037;61079;59799;58674;57777;56696;54581;53699;52607;51293;50024;48681;48371;47905;46347;45417;43080;41312;39898;39017;38436;36522;34994;33403;31745;30710;29056;27130;25885;24191;22917;21395;20400;19711;18513;17633;16457;15432;14718;13948;13686;12907;12148;11473;11059;10788;10344;9339;9035;8636;8363;7904;7562;7311;6816;6472;6007;5873;5474;5140;5120;5006;4624;4410;4057;3987;3992;4093;3985;3992;4146;3686;3474;3501;3442;3272;3647;3564;3656;3485;3321;3146;3078;2932;2802;2967;3144;3112;3099;3123;2739;2657;2678;2691;2751;2794;2766;2746;2775;2783;2797;2823;2805;2796;2883;2975;2951;3037;3057;3056;3144;3270;3422;3570;3616;3636;3605;3667;3771;3866;4166;4239;4448;4539;4749;4937;5077;5272;5606;5845;6006;6217;6475;6914;7309;8033;8779;9473;9937;10827;11714;12600;13415;14303;14979;15553;16237;16794;17579;18202;18289;18486;18979;19043;19231;19387;19444;19535;19547;19801;19927;20113;20288;20231;20522;20722;20744;20954;21143;21439;21807;22117;22603;23021;23419;24384;24976;26182;27173;28080;29366;31403;34075;37535;41390;45080;48205;52456;57938;64193;71703;79785;88912;95992;104186;115708;127328;141099;155015;170832;183220;199311;216967;234993;256063;276894;295094;308010;325380;340729;359153;377812;397981;409322;417584;430685;438658;449806;459629;465122;469194;474293;478243;481975;483649;483086;478041;473764;471422;459559;452450;443474;430914;419980;406649;395673;382829;369258;356301;343172
Japan;126476461;364555;30102;23.8004762009;0.1900534766;;;2;2;2;2;4;4;7;7;11;15;20;20;20;22;21;21;21;22;20;22;20;21;22;28;34;40;47;57;62;72;89;113;125;134;146;164;185;193;191;199;211;219;248;270;308;329;350;367;412;448;478;497;550;567;565;595;595;603;602;593;605;617;632;674;720;797;933;1081;1158;1362;1607;1850;2132;2466;2772;2966;3268;3706;4198;4720;5223;5566;5772;6022;6300;6580;6804;7023;7038;7148;7156;7017;6855;6604;6235;5932;5803;5583;5241;4886;4600;4313;4147;3971;3713;3418;3084;2786;2569;2419;2285;2088;1922;1812;1590;1341;1165;1030;933;866;809;745;655;627;611;554;530;502;525;514;525;528;550;546;549;573;590;588;588;609;618;589;577;577;618;652;647;663;677;700;725;741;760;768;817;868;912;961;997;1037;1131;1308;1467;1527;1736;1888;2028;2176;2298;2562;2882;3176;3475;3649;3822;4334;4455;4919;5485;5778;5858;6408;6875;7497;7839;8254;8707;9017;9679;10210;11634;12130;12858;13670;14393;14884;15550;16053;16881;17658;18234;18475;18186;17906;17327;17584;17247;16958;16618;16289;16042;15733;15185;14574;13876;13541;13586;13491;13182;12681;12302;11884;11679;11387;10891;10378;9917;9551;9260;9055;8836;8485;8263;8059;7853;7688;7518;7423;7378;7210;7195;7195;7224;7249;7049;6745;6574;6496;6497;6540;6570;6576;6594;6756;6707;6683;6604;6565;6767;7030;7189;7213;7259;7214;7168;7131;7103;7158;7276;7325;7352;7381;7355;7476;7455;7601;7637;7695;7851;7993;8183;8272;8406;8657;8845;9023;9414;9413;9830;10268;10840;11299;11688;12341;13134;13981;14910;15786;16668;17126;17938;19549;20895;22149;23432;24640;25363;25299;25724;26570;27418;28344;28904;29405;29729;29955;30079;30102
Korea, South;51269185;97230;6512;12.7015867328;0.1764052553;;;1;1;2;2;3;4;4;4;4;11;12;15;15;16;18;22;22;22;22;23;24;24;24;17;16;14;15;15;12;81;180;409;577;806;949;1233;1738;2309;3122;3707;4305;5155;5590;5984;6389;6608;6712;6645;6536;6494;6103;5642;4936;4426;3901;3134;2792;2477;2059;1758;1647;1521;1524;1382;1372;1353;1392;1421;1425;1466;1474;1411;1410;1357;1276;1285;1294;1247;1182;1118;1002;929;876;778;704;637;573;497;424;390;352;310;285;268;248;226;215;197;174;161;145;140;140;130;123;116;114;122;146;171;184;201;226;244;257;257;264;274;304;312;320;325;316;297;289;303;353;384;404;418;438;463;480;507;526;554;586;608;627;637;603;601;610;617;618;614;608;628;638;654;645;624;632;633;616;599;602;630;636;645;652;647;661;657;670;699;697;709;730;736;720;702;722;712;701;708;705;681;654;634;635;635;645;641;719;733;696;691;700;657;633;625;621;618;607;577;561;540;470;448;451;457;463;501;568;703;952;1126;1338;1602;1847;2151;2440;2801;3039;3285;3551;3936;4204;4361;4381;4432;4421;4391;4298;4172;4008;3778;3631;3487;3323;3037;2842;2655;2477;2338;2209;2055;2013;1941;1883;1798;1749;1674;1628;1598;1536;1461;1435;1376;1308;1308;1232;1169;1134;1116;1119;1133;1137;1081;1021;1032;995;1042;1106;1077;1099;1083;1081;1108;1111;1094;1071;1121;1222;1227;1230;1252;1238;1257;1283;1350;1403;1436;1457;1474;1501;1507;1497;1509;1591;1598;1610;1653;1671;1748;1827;1911;2037;2191;2386;2604;2822;3119;3306;3451;3700;3936;4376;4754;5037;5278;5432;5654;5852;6049;6315;6512
New Zealand;4822233;263310;59;1.2234995696;0.0283926853;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;3;3;4;5;5;5;5;5;5;4;5;7;7;11;17;25;35;47;97;124;150;200;278;363;445;506;581;635;688;769;829;898;937;977;1005;1005;956;915;861;816;760;719;678;604;541;472;392;334;285;241;217;178;158;141;123;108;90;78;76;65;56;48;43;38;34;31;24;26;25;24;22;19;14;12;13;14;15;15;14;12;10;7;7;6;6;7;6;6;5;3;2;1;1;1;1;1;1;2;2;1;1;1;1;1;2;2;3;4;6;8;10;10;13;14;16;20;22;23;22;23;23;23;22;21;21;21;21;22;21;18;17;16;18;18;18;18;20;20;19;18;16;14;13;13;12;12;12;12;12;12;12;13;13;14;13;13;14;13;13;13;21;29;41;47;57;64;75;80;85;96;101;104;113;120;115;113;112;118;107;107;109;108;105;99;96;98;93;92;93;90;79;68;68;60;49;45;50;46;44;43;42;39;36;35;36;36;36;36;34;34;39;39;38;39;37;37;37;37;37;39;38;38;37;38;28;31;34;32;32;29;51;50;57;64;64;68;69;69;73;70;74;73;76;81;59;59;51;42;47;46;46;45;42;45;41;42;40;37;37;37;39;43;46;44;44;51;49;52;52;52;53;54;52;59;61;59
Norway;5421241;365268;5787;106.7467762455;0.1530911881;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;6;15;19;25;32;56;87;108;147;176;205;400;597;701;990;1075;1202;1308;1431;1494;1659;1806;1971;2209;2416;2463;2486;2667;2759;2925;3063;3112;3178;3313;3401;3456;3432;3302;3244;3223;3065;2842;2559;2394;2241;2158;1982;1877;1749;1567;1486;1391;1291;1105;1189;1190;1149;1090;1002;996;1037;970;842;846;773;769;748;764;658;633;607;600;578;533;497;465;458;436;428;402;353;312;285;275;262;247;247;232;226;226;215;203;200;191;189;188;196;195;190;185;195;197;193;193;197;198;191;191;201;205;215;204;204;211;198;190;196;194;202;212;218;224;215;219;204;194;195;184;185;185;175;162;155;142;131;126;122;122;115;113;104;102;101;98;106;109;120;118;134;136;148;149;161;193;215;225;237;300;309;350;383;459;488;521;552;601;611;643;668;712;737;726;749;753;729;724;700;685;711;703;721;691;674;646;638;722;760;872;923;956;997;1065;1126;1169;1242;1325;1421;1468;1511;1494;1522;1464;1524;1538;1562;1509;1484;1530;1531;1539;1542;1548;1544;1512;1522;1529;1505;1515;1504;1560;1600;1631;1736;1815;1843;1839;1826;1851;1878;1926;1988;1988;2007;2000;1998;1988;1951;2013;2144;2283;2385;2703;2873;3116;3427;3790;3962;4178;4736;5184;5614;5995;6303;6494;6823;6983;7221;7442;7664;7854;8103;8359;8215;8158;8192;8212;8179;8109;8033;7858;7830;7757;7520;7277;7112;6834;6596;6477;6199;5930;5787
Portugal;10196709;91590;63055;618.3857948677;0.2017417846;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;5;8;13;20;30;30;41;59;86;112;169;245;329;446;612;777;1007;1260;1570;2030;2321;2936;3458;4156;5001;5717;6077;6995;7634;8249;8866;9244;9678;9670;10080;10146;10412;11204;10817;10623;10526;10005;9840;9807;9136;9161;8928;9133;8937;8841;8397;7325;7405;7279;7093;6874;6414;6204;6329;5724;5260;4661;4323;4200;4362;4471;4014;3717;3652;3591;3627;3274;3232;3401;3570;3685;3730;3478;3197;2932;3065;3042;3109;3094;3160;3277;3363;3393;3464;3491;3463;3601;3680;3769;3880;4070;4097;4299;4308;4314;4234;4260;4190;4336;4441;4411;4497;4495;4490;4440;4507;4431;4504;4505;4686;4726;4956;4876;4805;4782;4693;4692;4728;4764;4737;4679;4755;4862;4813;5032;4866;4906;4910;4972;4983;4921;4821;4739;4642;4482;4291;4102;4013;3734;3652;3481;3359;3187;3103;2995;2920;2827;2798;2783;2698;2682;2659;2582;2504;2526;2535;2610;2680;2711;2671;2639;2665;2767;2853;2931;2860;2915;2929;2895;2967;3051;3125;3291;3467;3666;3778;3795;3932;4059;4246;4491;4661;4787;4983;5267;5453;5739;5862;6215;6584;6778;6993;7345;7719;8082;8319;8693;8768;8924;9030;9242;9629;9621;9433;9696;9916;10000;10108;10222;10574;10685;10649;10791;11378;11873;12635;13060;13884;14404;15651;16898;18618;19808;20760;21975;23424;25015;27007;28512;30535;32022;33220;35311;37199;39322;41370;43224;44430;44987;45707;50669;51809;54460;57431;60638;62287;62805;63780;65395;67392;69987;72960;78825;80681;79075;81659;82598;82430;81434;81382;81484;81839;82383;81174;79440;77498;72389;70338;67831;64609;63055
Russia;145934462;16376870;358987;245.991930268;0.1507074691;;;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;11;11;15;15;18;18;26;43;57;61;87;111;144;195;240;293;350;421;475;638;812;991;1205;1471;1746;2223;2630;3349;3896;4425;5022;5905;7002;8014;9291;10881;12320;14236;16492;18765;21713;24390;27859;32062;37464;40778;45266;49327;52642;56705;61004;65179;68819;72456;74909;78560;82423;87261;91834;98147;102607;107930;114387;119237;124088;128739;134197;138685;142872;145747;148412;147989;147065;145410;144571;142776;140394;138589;137206;134793;132083;130099;128409;126806;124780;124532;124091;123650;123245;123010;122984;122808;122220;122592;122616;122288;122343;122749;123138;122883;122424;122156;121539;120834;119783;119036;118060;116806;115422;114248;113020;111348;109175;107321;105296;103762;102204;100930;99910;98649;97402;96404;95387;94337;93706;93092;92927;92670;92473;92301;91858;91718;91381;91060;90651;90028;89360;88825;88141;87480;86636;85883;85037;84133;83273;82312;81381;80460;79675;78966;78429;77722;77058;76467;75879;75231;74645;74119;73631;73236;72769;72317;71918;71442;70917;70514;70118;69646;69293;68968;68610;68217;67964;67552;67210;66952;66765;66751;66844;66796;66899;67090;67316;67600;67900;68318;68699;69229;69864;70527;71090;71554;72036;72801;73520;74229;74968;75784;76730;77714;78803;79961;81140;82831;84846;87249;89861;92555;95314;98482;101973;105748;110081;114748;120120;124771;129627;134484;139736;145414;150794;156355;162025;166746;172389;177357;181785;186871;191498;195961;200320;205428;209015;211965;215707;218359;220204;224066;227116;230247;233824;235998;238321;242360;245772;249063;252912;256768;261197;265620;269317;273232;276962;281569;285501;290046;293816;295050;299271;302962;307391;311438;314752;318074;321884;325746;331296;335664;339741;343225;347150;351476;355968;358987
Singapore;5850342;700;99;1.6922087632;0.0016998043;;;0;1;3;3;4;5;7;7;10;13;16;18;18;24;28;27;27;30;36;40;40;43;48;54;56;57;59;57;56;57;55;54;49;45;44;43;38;32;30;31;31;29;30;32;45;51;61;65;69;85;93;101;110;120;135;156;199;228;255;294;305;354;398;453;494;532;590;618;636;660;687;704;729;757;854;866;923;992;1227;1376;1497;1688;2039;2326;2699;3378;3936;4803;5279;6639;7644;8518;9268;9967;10394;11092;11505;11699;11942;11742;12051;11556;11617;10764;10285;10057;9761;9632;9767;9712;9399;9720;9705;9929;9790;9808;9833;9565;9384;9166;8873;8719;8608;8280;8138;7672;7530;7151;6969;7010;6846;6949;7042;7041;7110;6757;6459;6294;6336;6171;6089;6138;5990;5831;5720;5526;5133;4811;4551;4432;4306;4185;4017;3918;3658;3349;3105;3049;2855;2843;2938;2906;2837;2864;2831;2705;2670;2708;2675;2687;2659;2537;2502;2622;2723;2756;2816;2974;2991;3112;3052;3294;3446;3675;3761;4105;4408;4555;4567;4653;4683;4752;4857;4913;5016;4912;5510;5457;5422;5041;4735;4454;4156;3864;3688;3375;3149;2922;2787;2592;1777;1544;1419;1337;1249;1112;1082;1100;1075;1086;1056;1024;974;914;829;809;732;716;669;640;656;671;657;649;640;635;642;636;654;624;595;576;554;562;536;473;425;350;328;294;261;254;251;252;251;242;236;213;203;201;195;194;181;176;165;142;124;108;107;104;99;96;91;93;92;92;99;94;93;96;98;102;102;111;108;105;108;103;102;96;89;86;91;93;104;108;111;101;100;104;101;99;96;96;94;104;101;110;99;93;85;89;94;94;98;95;100;99
Spain;46754778;498800;127917;273.5912894293;0.0759310407;;;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;0;0;4;11;13;30;43;82;118;163;220;257;398;498;671;1071;1689;2264;3740;5200;6346;7714;9822;11583;13688;17704;20010;24874;28095;34063;38190;47238;54031;60487;66844;72312;78014;84175;90208;94102;98789;100794;102878;101539;102057;98705;95436;92554;89792;86721;82143;76618;73526;72883;71640;65558;67028;63535;62236;60169;59802;54810;50114;46369;43160;40777;35732;28487;24377;24856;18792;17801;15151;11936;8423;9774;10437;11150;14177;14712;15315;16105;14967;14116;13686;13595;12708;12230;11590;11967;11712;11422;8580;8229;8392;8366;8381;8530;8327;8032;7895;7771;7623;6154;6020;5778;5701;5707;5197;4801;4645;4377;4449;4471;4396;4357;4608;4597;4628;4722;4787;4786;4806;4779;4696;4864;4842;4861;4943;4976;4835;4970;5022;5102;5285;5378;5427;5570;6003;6121;6501;6983;7348;7835;8752;9710;10822;11935;13047;14064;15038;17110;18513;19951;21391;22829;23991;25147;26575;28267;29584;30901;32218;36620;38216;39689;41941;42694;43445;44198;46002;47143;51904;54291;56870;59449;62028;61382;65100;68051;71692;75280;78868;82456;85941;90065;92173;96473;98907;101342;103776;106777;108687;110607;112935;115327;117721;120113;121960;123530;124636;127040;128318;129594;130872;132194;134806;137138;141051;142674;144296;145919;147754;150177;150066;150155;151615;153076;154536;155560;154828;152956;149892;147243;144593;141944;143143;142345;144115;144631;143321;142012;140702;137359;138868;142767;146628;151431;156234;161037;162912;169394;177957;185020;193131;201241;209352;220652;228447;238709;249118;254828;260538;266248;271044;279113;280035;282700;282766;282832;282898;282726;281206;277137;272913;267331;261749;256167;250657;240933;235258;227898;219065;210231;201398;195380;187357;180135;169617;163519;157421;151323;146421;140434;134328;127917
Sweden;10099265;410340;70617;699.2291023159;0.2531873853;;;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;10;13;13;18;31;61;86;145;178;224;325;423;618;768;912;980;1049;1127;1233;1348;1466;1587;1689;1761;1842;1974;2092;2227;2440;2669;2880;3213;3569;3910;4321;4742;4964;5186;5393;5901;6242;6601;6690;6785;6969;6990;6994;7112;7181;7268;7443;7491;7563;7532;7599;7712;8037;8115;7951;8077;8340;8534;8546;8390;8157;8030;8045;7995;8019;8048;7969;8005;7983;7875;7887;7789;7814;7970;8029;8027;7982;7992;8054;7877;7709;7603;7535;7570;7562;7662;7776;7861;7935;7941;8158;8392;8630;9059;9673;10053;10305;10492;10682;11319;11839;12403;13013;13166;13202;13519;13930;14387;14454;14373;14232;14355;14731;14992;14979;14845;14563;14565;14608;14195;13422;12615;12101;11769;11763;11214;10180;9019;8073;7247;6801;6487;5930;5440;5055;4639;4239;4069;3864;3744;3692;3452;3337;3222;3046;2982;2883;2851;2853;2882;2841;2944;2872;2906;3014;3142;3300;3418;3540;3571;3696;3830;3973;4033;4119;4042;4067;4076;4056;3982;3937;3855;3755;3739;3725;3533;3335;3107;2868;2748;2790;2721;2549;2209;2073;2031;2062;2196;2205;2129;2056;2236;2442;2546;2651;2756;2824;3043;3156;3252;3361;3470;3578;3729;3876;4095;4418;4594;4770;4945;5121;5288;5730;6046;6212;6377;6544;6709;6921;7243;7528;7693;7858;8023;8188;8469;8792;8917;9246;9576;9905;10235;10678;11437;12143;12890;13637;14384;15131;16581;18760;21155;22904;24654;26403;28152;30375;32795;35867;38514;41161;43808;46455;48794;50198;53000;54227;55453;56680;57907;58716;59291;61834;62205;62577;62949;63320;63807;64990;65774;66410;67047;67683;68319;69712;71588;70617
Switzerland;8654622;39516;53896;622.742391291;0.1564483871;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;8;8;18;27;42;56;90;114;214;268;337;374;490;651;888;1131;1341;2173;2408;2644;2938;3961;5080;6307;7137;8421;9386;10245;10915;11789;12717;12629;13472;13905;14740;14752;14312;13930;13626;12862;12376;12383;12240;11623;11031;10586;9766;9331;8568;7905;7472;6899;6640;6287;5810;4988;4445;4126;3787;3646;3476;3328;3071;2854;2627;2413;2165;2037;1946;1792;1630;1530;1357;1244;1180;1116;1006;877;809;755;682;616;609;598;568;500;474;431;402;381;363;333;314;273;275;274;256;235;219;229;231;229;226;227;235;248;235;249;255;260;280;294;287;299;287;327;338;344;365;384;423;461;500;521;560;664;767;866;955;976;1005;1037;1122;1158;1204;1262;1266;1294;1302;1297;1323;1281;1294;1323;1319;1373;1385;1414;1464;1485;1529;1531;1593;1654;1732;1850;1920;1959;1982;2004;2044;2108;2115;2149;2191;2231;2286;2367;2381;2439;2512;2574;2636;2703;2833;2918;3063;3176;3300;3352;3367;3476;3603;3675;3798;3890;3925;3944;4003;4101;4200;4330;4498;4532;4575;4661;4705;4893;4982;5165;5259;5358;5502;5668;5751;5691;5612;5786;5827;5795;5781;5625;5421;5206;5210;5120;5017;5037;5101;5252;5403;5554;5968;6608;7389;8504;9599;10695;11790;13010;15422;17485;20038;22434;24831;27227;29535;34054;38138;43285;47742;52200;56657;61161;66954;73727;79829;84226;88621;93018;96136;100613;105485;108260;108217;108172;108129;108160;107814;105352;102884;99855;96826;93797;92231;88272;83151;78688;76168;73650;71130;69391;65997;63582;61155;59802;58451;57098;56340;55012;54460;53896
US;331002651;9147420;2441503;737.6082918442;0.1699327968;;;1;1;2;2;5;5;5;6;6;8;8;8;11;11;10;11;10;10;7;7;8;7;8;6;6;6;3;3;3;2;4;4;4;4;3;3;3;3;11;18;41;60;93;170;221;387;503;578;766;1131;1569;2202;2953;3180;4624;6438;9062;13479;19793;25622;34336;45492;55916;67626;85027;103074;121922;140567;161182;185665;208891;234784;260387;287407;306774;325716;346514;366634;383376;398181;407882;415930;419657;421905;426187;427201;427900;422812;420304;418551;413201;410320;408922;409188;411452;411369;408747;404844;402490;400576;402147;401984;400752;395714;394164;389939;384491;377489;370865;362892;359132;357196;350348;348019;339034;335286;329144;327749;324294;322267;320396;316958;313113;314188;313108;309834;307404;303114;302114;301914;302636;297577;297911;294855;290358;292396;292698;290414;289559;288469;290887;291061;291720;293172;293154;295682;297986;304479;310978;316610;327122;335428;348612;366459;379934;397248;417687;433778;455168;475769;498056;523045;550766;571626;585258;608870;622356;646903;672217;694428;716934;735613;754289;773025;794472;810619;832133;851964;868885;880021;897336;900820;912995;918939;924288;929625;925404;922558;920916;925113;915610;911849;907218;892771;875861;868905;851423;842393;827507;816581;808086;800872;781997;766976;751119;747972;736923;731835;723752;711503;704463;689069;679000;668204;656345;644044;637113;625822;619200;601365;599989;593595;592249;588892;582450;582144;584020;583559;580560;567673;554539;542914;533860;534370;529959;529477;528181;525889;523398;524539;523160;522480;529413;557363;570000;574686;584330;584945;588336;591311;589753;593060;595796;596231;601950;608065;605713;593053;597520;609580;622199;630139;639819;648487;656726;666913;685190;704191;718171;726498;739760;767794;784933;797318;814324;839317;868064;883918;909899;933021;952232;978042;1008112;1040095;1066312;1082930;1146395;1186242;1237097;1281818;1327033;1375257;1429963;1491656;1556621;1627600;1706649;1784462;1844832;1919165;1955186;2022826;2084669;2154479;2204540;2237321;2287626;2322920;2360558;2310065;2338011;2327141;2329869;2329900;2349963;2379505;2409136;2441503
United Kingdom;67886011;241930;216924;319.5415326436;0.1283245939;;;0;0;0;0;0;0;0;0;0;2;2;2;8;8;9;9;9;13;14;14;15;16;17;16;16;16;11;11;11;13;14;10;14;16;19;21;27;38;43;76;115;170;225;272;350;405;454;599;853;1261;1743;2210;2569;2978;3550;4263;5206;6212;7387;8529;9851;12039;14152;16434;19029;21751;24209;26624;30285;34032;37947;41757;45418;48241;50459;53399;56478;58914;60682;61796;62551;63189;63099;62909;63060;63493;63543;64239;64497;64080;63390;63751;64042;64700;64871;64844;65363;65759;66129;65787;65549;64054;63176;61696;60620;58961;57585;55661;54063;52916;51797;50465;48328;45981;43771;42615;41467;40663;40020;38895;37670;36651;36008;35035;33059;31320;29824;28949;27936;26970;26213;25073;23499;22135;20827;19902;19186;18555;18034;17537;16917;16184;15733;15521;15259;14851;14461;14116;13902;13777;13652;13557;13363;13092;12684;12380;11965;11711;11299;10877;10203;9266;8250;7772;7730;7624;7084;6783;6639;6584;6458;6645;6900;6826;7663;8141;8778;8963;9166;9376;9604;9468;9398;9525;9781;9728;9823;9978;9285;9544;9749;9942;9876;9893;10251;10476;10807;10988;11091;11082;11399;11530;12131;12343;12626;13186;13437;13799;13574;13993;13914;14146;14308;14838;14817;14973;15009;15048;15441;15277;15373;15983;16676;16882;17578;18131;19038;19563;21510;23486;24762;26373;27770;30033;32422;34037;35252;37060;39543;41203;43585;46194;47105;48525;50991;54510;58225;61559;64103;66465;67888;71928;75045;78564;81210;89659;108721;116946;126562;134546;145452;152443;161567;168747;178675;188764;201380;213444;222111;225411;219431;225641;232429;244954;248652;255319;263166;270084;277002;282655;287631;291718;300488;306232;312505;312652;311340;309830;312730;315486;317431;318213;318673;316200;314450;324855;327751;332696;334404;336817;336850;331282;330059;327024;321942;320032;314132;305019;300282;284367;271805;260816;248009;238976;232354;228915;220878;216924
